Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
09/10/2020,3386.5,3414,3316.75,3330,-60,-1.77%,544080,379776
09/09/2020,3305,3413.75,3285.5,3390,65,+1.95%,85922,155841
09/08/2020,3410,3436.5,3317.25,3325,-82.25,-2.41%,98009,124063
09/04/2020,3444.75,3473.5,3337.5,3407.25,-44,-1.27%,47711,100536
09/03/2020,3569,3576.25,3414.5,3451.25,-117.5,-3.29%,33766,96212
09/02/2020,3518.75,3576,3516.5,3568.75,52.25,+1.49%,18811,92194
09/01/2020,3483.75,3520.5,3474.25,3516.5,28,+0.80%,14300,90746
08/31/2020,3497.75,3514,3479.5,3488.5,-5.5,-0.16%,5020,84627
08/28/2020,3478.25,3498.75,3470.5,3494,19.25,+0.55%,3699,85927
08/27/2020,3467.75,3487.75,3454.5,3474.75,5,+0.14%,5435,84915
08/26/2020,3434,3472.75,3426.75,3469.75,37.25,+1.09%,4147,83801
08/25/2020,3417,3437.75,3411.25,3432.5,15.5,+0.45%,5812,80841
08/24/2020,3388.5,3419,3383.5,3417,35,+1.03%,3731,78963
08/21/2020,3373.5,3385.75,3346.25,3382,11.75,+0.35%,2917,77531
08/20/2020,3359.25,3376.25,3334,3370.25,8,+0.24%,4033,76728
08/19/2020,3377.5,3384.75,3355.5,3362.25,-14,-0.41%,7738,74585
08/18/2020,3367.25,3379.75,3355,3376.25,7,+0.21%,3360,69316
08/17/2020,3354.25,3372,3354.25,3369.25,18.25,+0.54%,1629,67395
08/14/2020,3360,3369,3339,3351,-6.25,-0.19%,936,67587
08/13/2020,3357.5,3371.5,3347.25,3357.25,-2.25,-0.07%,7815,67595
08/12/2020,3329.75,3371.75,3316,3359.5,40,+1.21%,3375,66329
08/11/2020,3340.5,3368.25,3309.5,3319.5,-23,-0.69%,4947,65799
08/10/2020,3333,3346.75,3318.75,3342.5,8,+0.24%,4061,62908
08/07/2020,3331.5,3337,3312.5,3334.5,0.5,+0.01%,2385,62151
08/06/2020,3308.25,3335,3290.75,3334,28.25,+0.85%,4411,60960
08/05/2020,3290.25,3313,3282.25,3305.75,16,+0.49%,5967,57567
08/04/2020,3276.5,3290.5,3260.75,3289.75,11.5,+0.35%,2409,52849
08/03/2020,3259.5,3285.75,3244.5,3278.25,25.25,+0.78%,3408,51991
07/31/2020,3260,3262.75,3202.25,3253,14.75,+0.46%,5735,50867
07/30/2020,3246.5,3258,3184.75,3238.25,-3.5,-0.11%,2724,49188
07/29/2020,3206,3246,3194,3241.75,39.5,+1.23%,1207,48912
07/28/2020,3225.25,3235.5,3198.25,3202.25,-19.25,-0.60%,738,48694
07/27/2020,3198.25,3224.75,3182,3221.5,28.25,+0.88%,850,48595
07/24/2020,3223.75,3228,3181.25,3193.25,-23.5,-0.73%,2674,48500
07/23/2020,3255,3273.25,3204,3216.75,-38,-1.17%,1021,48961
07/22/2020,3239.75,3261.75,3217,3254.75,14.25,+0.44%,1167,48924
07/21/2020,3235.5,3262,3228,3240.5,6,+0.19%,966,48399
07/20/2020,3204.75,3238.25,3179.75,3234.5,31.25,+0.98%,1038,48251
07/17/2020,3185,3214.25,3184.25,3203.25,19.75,+0.62%,882,48216
07/16/2020,3212.5,3217,3178,3183.5,-25,-0.78%,959,48111
07/15/2020,3199,3222,3180,3208.5,35.75,+1.13%,1863,48166
07/14/2020,3144,3180.75,3108.5,3172.75,35.25,+1.12%,2747,48078
07/13/2020,3171.75,3215,3130,3137.5,-30,-0.95%,1450,47636
07/10/2020,3138,3170,3101.25,3167.5,37,+1.18%,1527,47598
07/09/2020,3158.5,3160,3095,3130.5,-22.25,-0.71%,988,47513
07/08/2020,3124.75,3154.75,3115.25,3152.75,26.75,+0.86%,887,47547
07/07/2020,3158.25,3173.5,3122.75,3126,-35.5,-1.12%,1092,47472
07/06/2020,3115.25,3163.75,3095.5,3161.5,43,+1.38%,984,47132
07/02/2020,3092.25,3145.5,3085.5,3118.5,25.75,+0.83%,2031,47055
07/01/2020,3077.5,3107,3053,3092.75,12.75,+0.41%,2492,47077
06/30/2020,3039.5,3090.5,3020.5,3080,42.25,+1.39%,2551,46928
06/29/2020,2978,3040.75,2972,3037.75,41,+1.37%,2598,46840
06/26/2020,3061,3071.25,2982.75,2996.75,-63.75,-2.08%,4010,46766
06/25/2020,3032.75,3080,2995.5,3060.5,21.5,+0.71%,2839,48115
06/24/2020,3104.5,3117.75,3010,3039,-69.5,-2.24%,3761,46961
06/23/2020,3101.5,3135.75,3051,3108.5,7.5,+0.24%,2167,46688
06/22/2020,3036,3104.5,3019,3101,51,+1.67%,3144,46627
06/19/2020,3098.25,3134.5,3048.25,3050,-39,-1.26%,1562,46192
06/18/2020,3088.25,3110,3056.75,3089,-9.25,-0.30%,2208,45567
06/17/2020,3096,3135.75,3086,3098.25,-11.25,-0.36%,790,45070
06/16/2020,3057,3145.75,3052.75,3109.5,56.25,+1.84%,3198,44883
06/15/2020,2967.25,3059,2916.5,3053.25,38.25,+1.27%,610,43728
"Downloaded from Barchart.com as of 07-26-2021 07:47am CDT"
